recordId,publicSlug,titleRu,field,currentStatus,valueToConfirm,note
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_1f06ed9385031505,fotokompozitsiya-1f06ed93,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_1fb7a9a58dbfd598,fotokompozitsiya-1fb7a9a5,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_1fdafb5fc0032a11,fotokompozitsiya-1fdafb5f,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_22a21a77dc5602d3,fotokompozitsiya-22a21a77,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_233c292b93e4481a,fotokompozitsiya-233c292b,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_242a9731d1b3aa4b,fotokompozitsiya-242a9731,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_290b400a1ec94e51,fotokompozitsiya-290b400a,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_2b59e3ef428b24b1,fotokompozitsiya-2b59e3ef,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_2b9a4d59305991e0,fotokompozitsiya-2b9a4d59,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_322612bfdcee8247,fotokompozitsiya-322612bf,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_36b425ab70baef14,fotokompozitsiya-36b425ab,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_37c916cd8070c4a0,fotokompozitsiya-37c916cd,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_3b270cd68032d094,fotokompozitsiya-3b270cd6,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_406a15fe0c5a2cbd,fotokompozitsiya-406a15fe,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,exhibitions,needs_owner_input,,Добавьте выставки или подтвердите их отсутствие.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,bibliography,needs_owner_input,,Добавьте публикации или подтвердите их отсутствие.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,workCopyright,needs_owner_input,,Подтвердите правообладателя произведения.
work_464381b3f8469778,fotokompozitsiya-464381b3,Фотокомпозиция,imageCopyright,needs_owner_input,,Подтвердите правообладателя репродукции.
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,artistInventoryNumber,needs_owner_input,,"Укажите настоящий авторский или музейный номер, если он существует и может быть опубликован."
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,artistTitle,needs_owner_input,,"Подтвердите авторское название, если оно существует."
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,creationDate,unknown,,Укажите год или диапазон создания.
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,dimensions,not_applicable,,Укажите размеры в сантиметрах и порядок осей.
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,inscriptions,not_visible,,"Укажите подпись, дату и другие надписи на работе или подтвердите их отсутствие."
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,condition,not_visible,,"Добавьте сведения о состоянии, если они известны."
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,currentOwner,needs_owner_input,,"Укажите владельца, если это можно публиковать."
work_47a96f7de9664af4,fotokompozitsiya-47a96f7d,Фотокомпозиция,currentLocation,needs_owner_input,,"Укажите местонахождение, если это можно публиковать."
